state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator,GeoFIPS,region_number,income,Pop,GeoFIPS_0,precipitation_avg,office,candidate,party,candidatevotes,totalvotes,version,fair_market_r_0rooms,fair_market_r_1rooms,fair_market_r_3rooms,fair_market_r_4rooms
CA,San Diego,County,11/08/16,2016,11,0,58.36891435,41.63108565,66.669998,-8.3010836,18000000000,0,0,2000000000,0,0,Sales tax,"Open space, wildlife habitat, watershed protection","40-year, .5 cent sales tax increase for highway, transit, open space, bike, and pedestrian projects",,"Measure A, 2/3rd req.",0,1,93.212456,06073,8,180838809,3283586,6073,1.0975,US PRESIDENT,DONALD TRUMP,REPUBLICAN,477766,1306400,20220315,1040,1153,2167,2329
CA,San Diego,County,11/08/16,2016,11,0,58.36891435,41.63108565,66.669998,-8.3010836,18000000000,0,0,2000000000,0,0,Sales tax,"Open space, wildlife habitat, watershed protection","40-year, .5 cent sales tax increase for highway, transit, open space, bike, and pedestrian projects",,"Measure A, 2/3rd req.",0,1,93.212456,06073,8,180838809,3283586,6073,1.0975,US PRESIDENT,OTHER,OTHER,93158,1306400,20220315,1040,1153,2167,2329
CA,San Mateo,County,06/03/08,2008,6,0,60.51926664,39.48073336,66.669998,-6.1507316,401862150,0,0,NA,0,0,Sales tax,"Open space, parks, recreation","25-year, 1/8 cent sales tax increase for parks and recreation including open space preservation",,"Measure O, 2/3rds required",0,1,83.072327,06081,8,52369664,703830,6081,1.8666666666666667,US PRESIDENT,BARACK OBAMA,DEMOCRAT,222826,303292,20220315,1035,1272,2125,2246
CA,San Mateo,County,06/03/08,2008,6,0,60.51926664,39.48073336,66.669998,-6.1507316,401862150,0,0,NA,0,0,Sales tax,"Open space, parks, recreation","25-year, 1/8 cent sales tax increase for parks and recreation including open space preservation",,"Measure O, 2/3rds required",0,1,83.072327,06081,8,52369664,703830,6081,1.8666666666666667,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,75057,303292,20220315,1035,1272,2125,2246
CA,San Mateo,County,06/03/08,2008,6,0,60.51926664,39.48073336,66.669998,-6.1507316,401862150,0,0,NA,0,0,Sales tax,"Open space, parks, recreation","25-year, 1/8 cent sales tax increase for parks and recreation including open space preservation",,"Measure O, 2/3rds required",0,1,83.072327,06081,8,52369664,703830,6081,1.8666666666666667,US PRESIDENT,OTHER,OTHER,5409,303292,20220315,1035,1272,2125,2246
CA,Santa Clara,County,11/08/88,1988,11,1,66.18424135,33.81575865,50,16.184242,27000000,27000000,51896732,5400000,5400000,10379346,Other,"Open space, recreation, parks, trails, wildlife habitat, watershed protection","3-year, $1.5 cent per $100 property tax extension of Park Charter Fund",Charter Amendment,"Measure B
20% for acquisition, 80% for development operations and maintenance",0,0,52.026398,06085,8,34104703,1472234,6085,1.2366666666666666,NA,NA,NA,NA,NA,NA,585,661,1007,1106
CA,Santa Clara,County,06/02/92,1992,6,1,61.14105742,38.85894258,50,11.141057,45000000,45000000,75870608,9000000,9000000,15174121,Other,"Open space, recreation, parks, trails, wildlife habitat, watershed protection","5-year, $1.5 cent per $100 property tax extension of Park Charter Fund",Charter Amendment,"Measure A, 20% for acquisition, 80% for development operations and maintenance",0,0,59.311508,06085,8,43010758,1531886,6085,2.0366666666666666,NA,NA,NA,NA,NA,NA,617,749,1103,1236
CA,Santa Clara,County,03-26-1996,1996,3,1,80.22197736,19.77802264,50,30.221977,175000000,175000000,271427328,35000000,35000000,54285468,Other,Parks,"12-year, extension of Park Charter Fund",Charter Amendment,"$0.015 for 5 years, $0.01425 for 7 years
Measure A",0,0,64.473976,06085,8,54615351,1608695,6085,3.1575,NA,NA,NA,NA,NA,NA,641,731,1238,1391
CA,Santa Clara,County,06/06/06,2006,6,1,71.02561828,28.97438172,50,21.025618,368400000,368400000,464272672,73680000,73680000,92854536,Other,"Open space, parks, recreation","12-year continuation of dedication of the equivalent of .01425 per $100 property tax for land acquisition, development, and maintenance of parkland",Charter Amendment,,0,0,79.349922,06085,8,97429342,1691159,6085,2.1925,NA,NA,NA,NA,NA,NA,914,1059,1831,2015
CA,Santa Clara,County,06/07/16,2016,6,1,78.08227438,21.91772562,50,28.082273,795000000,795000000,852890304,79500000,79500000,85289032,Other,"Open space, recreation, parks, trails","15-year, extension of $1.5 cents per $100 property tax allocation for the Park Charter Fund",Charter Amendment,"Measure A, 50% plus 1req.",0,0,93.212456,06085,8,175007448,1942263,6085,2.47,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,511684,703709,20220315,1348,1582,2777,3098
CA,Santa Clara,County,06/07/16,2016,6,1,78.08227438,21.91772562,50,28.082273,795000000,795000000,852890304,79500000,79500000,85289032,Other,"Open space, recreation, parks, trails","15-year, extension of $1.5 cents per $100 property tax allocation for the Park Charter Fund",Charter Amendment,"Measure A, 50% plus 1req.",0,0,93.212456,06085,8,175007448,1942263,6085,2.47,US PRESIDENT,DONALD TRUMP,REPUBLICAN,144826,703709,20220315,1348,1582,2777,3098
CA,Santa Clara,County,06/07/16,2016,6,1,78.08227438,21.91772562,50,28.082273,795000000,795000000,852890304,79500000,79500000,85289032,Other,"Open space, recreation, parks, trails","15-year, extension of $1.5 cents per $100 property tax allocation for the Park Charter Fund",Charter Amendment,"Measure A, 50% plus 1req.",0,0,93.212456,06085,8,175007448,1942263,6085,2.47,US PRESIDENT,OTHER,OTHER,47199,703709,20220315,1348,1582,2777,3098
CA,Santa Clara,County,06/07/94,1994,6,1,57.42742091,42.57257909,50,7.4274211,NA,NA,NA,NA,NA,NA,Other,"Recreation, open space, parks, watershed protection","Measure A; $12 annual assessment on properties within the county for open space, watersheds, parks, and recreation facilities",Charter Amendment,Advisory vote only,0,0,62.013885,06085,8,45590697,1561366,6085,1.4191666666666667,NA,NA,NA,NA,NA,NA,678,773,1308,1469
CA,Santa Clara,County,11/04/14,2014,11,1,67.947368,32.052632,66.669998,1.2773699,118256400,118256400,129518928,43500000,43500000,47642864,Other,"Open space, parks, trails, recreation, watershed protection, wildlife habitat","15-year. $24 parcel tax for open space, wildlife habitat, farmland and other natural areas",Parcel tax,"Two-thirds required, Measure Q",0,1,91.304337,06085,8,146464866,1900682,6085,2.0324999999999998,NA,NA,NA,NA,NA,NA,1105,1293,2325,2636
CA,Santa Clara,County,11/03/20,2020,11,1,81.3545019,18.6454981,66.669998,14.684504,160000000,160000000,160000000,80000000,80000000,80000000,Other,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, wildfire prevention","Continuation of $24 parcel tax for open space, wildlife habitat, farmland and other natural areas",Parcel tax,"Measure T, 2/3rds required, Extension of 2014 Measure Q",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617967,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,81.3545019,18.6454981,66.669998,14.684504,160000000,160000000,160000000,80000000,80000000,80000000,Other,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, wildfire prevention","Continuation of $24 parcel tax for open space, wildlife habitat, farmland and other natural areas",Parcel tax,"Measure T, 2/3rds required, Extension of 2014 Measure Q",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,OTHER,GREEN,4040,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,81.3545019,18.6454981,66.669998,14.684504,160000000,160000000,160000000,80000000,80000000,80000000,Other,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, wildfire prevention","Continuation of $24 parcel tax for open space, wildlife habitat, farmland and other natural areas",Parcel tax,"Measure T, 2/3rds required, Extension of 2014 Measure Q",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,9131,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,81.3545019,18.6454981,66.669998,14.684504,160000000,160000000,160000000,80000000,80000000,80000000,Other,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, wildfire prevention","Continuation of $24 parcel tax for open space, wildlife habitat, farmland and other natural areas",Parcel tax,"Measure T, 2/3rds required, Extension of 2014 Measure Q",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,OTHER,OTHER,4991,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,81.3545019,18.6454981,66.669998,14.684504,160000000,160000000,160000000,80000000,80000000,80000000,Other,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, wildfire prevention","Continuation of $24 parcel tax for open space, wildlife habitat, farmland and other natural areas",Parcel tax,"Measure T, 2/3rds required, Extension of 2014 Measure Q",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,214612,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,75.05862607,24.94137393,66.669998,8.388628,910000000,910000000,910000000,28400000,28400000,28400000,Other,"Open space, wildlife habitat, watershed protection, flood protection, climate change","$.006 per square foot parcel tax  to continue funding the Safe, Clean Water and Natural Flood Protection Program",Parcel tax,"Measure S, 2/3rds required. ",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617967,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,75.05862607,24.94137393,66.669998,8.388628,910000000,910000000,910000000,28400000,28400000,28400000,Other,"Open space, wildlife habitat, watershed protection, flood protection, climate change","$.006 per square foot parcel tax  to continue funding the Safe, Clean Water and Natural Flood Protection Program",Parcel tax,"Measure S, 2/3rds required. ",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,OTHER,GREEN,4040,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,75.05862607,24.94137393,66.669998,8.388628,910000000,910000000,910000000,28400000,28400000,28400000,Other,"Open space, wildlife habitat, watershed protection, flood protection, climate change","$.006 per square foot parcel tax  to continue funding the Safe, Clean Water and Natural Flood Protection Program",Parcel tax,"Measure S, 2/3rds required. ",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,9131,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,75.05862607,24.94137393,66.669998,8.388628,910000000,910000000,910000000,28400000,28400000,28400000,Other,"Open space, wildlife habitat, watershed protection, flood protection, climate change","$.006 per square foot parcel tax  to continue funding the Safe, Clean Water and Natural Flood Protection Program",Parcel tax,"Measure S, 2/3rds required. ",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,OTHER,OTHER,4991,850741,20220315,2103,2458,3943,4525
CA,Santa Clara,County,11/03/20,2020,11,1,75.05862607,24.94137393,66.669998,8.388628,910000000,910000000,910000000,28400000,28400000,28400000,Other,"Open space, wildlife habitat, watershed protection, flood protection, climate change","$.006 per square foot parcel tax  to continue funding the Safe, Clean Water and Natural Flood Protection Program",Parcel tax,"Measure S, 2/3rds required. ",0,1,100,06085,8,240677946,1931026,6085,1.0391666666666666,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,214612,850741,20220315,2103,2458,3943,4525
CA,Sonoma,County,11/06/90,1990,11,1,55.11556848,44.88443152,50,5.1155686,271000000,271000000,483083968,271000000,271000000,483083968,Sales tax,"Open space, farmland","20-year, .25 percent sales tax to fund the preservation of agriculture and other open space lands",,,0,0,56.097908,06097,8,8676716,390495,6097,1.9541666666666668,NA,NA,NA,NA,NA,NA,486,589,869,973
CA,Sonoma,County,11/08/16,2016,11,0,65.11534604,34.88465396,66.669998,-1.5546521,100000000,0,0,23750000,0,0,Sales tax,"Parks, recreation, open space, trails, watershed protection, wildlife habitat","10-Year, .5 cent sales tax increase for regional parks",,"Measure J, If measure had passed, tax applicable only to unincorporated portion of county. Only voters in unincorporated portion of county voted on this measure. 313 of 439 precincts",0,0,93.212456,06097,8,27836308,501437,6097,4.13,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,160435,231253,20220315,934,1090,2061,2469
CA,Sonoma,County,11/08/16,2016,11,0,65.11534604,34.88465396,66.669998,-1.5546521,100000000,0,0,23750000,0,0,Sales tax,"Parks, recreation, open space, trails, watershed protection, wildlife habitat","10-Year, .5 cent sales tax increase for regional parks",,"Measure J, If measure had passed, tax applicable only to unincorporated portion of county. Only voters in unincorporated portion of county voted on this measure. 313 of 439 precincts",0,0,93.212456,06097,8,27836308,501437,6097,4.13,US PRESIDENT,DONALD TRUMP,REPUBLICAN,51408,231253,20220315,934,1090,2061,2469
CA,Sonoma,County,11/08/16,2016,11,0,65.11534604,34.88465396,66.669998,-1.5546521,100000000,0,0,23750000,0,0,Sales tax,"Parks, recreation, open space, trails, watershed protection, wildlife habitat","10-Year, .5 cent sales tax increase for regional parks",,"Measure J, If measure had passed, tax applicable only to unincorporated portion of county. Only voters in unincorporated portion of county voted on this measure. 313 of 439 precincts",0,0,93.212456,06097,8,27836308,501437,6097,4.13,US PRESIDENT,OTHER,OTHER,19410,231253,20220315,934,1090,2061,2469
CA,Sonoma,County,11/06/18,2018,11,1,72.61915267,27.38084733,66.669998,5.9491544,115000000,115000000,118215456,21110000,21110000,21700246,Sales tax,"Open space, recreation, parks, trails, wildlife habitat, watershed protection","10-Year, .125 cent sales tax increase for regional parks",,"2/3rds needed for passage, Measure M",0,1,97.280006,06097,8,30283557,495914,6097,3.001666666666667,NA,NA,NA,NA,NA,NA,1224,1420,2681,3246
CA,Sonoma,County,11/07/06,2006,11,1,75.74596943,24.25403057,66.669998,9.0759716,340000000,340000000,428481824,340000000,340000000,428481824,Sales tax,"Open space, watershed protection, farmland","20-year, continuation of a quarter-cent sales tax for open space, clean water, and farmland protection",,"2/3rds req., Measure F",0,1,79.349922,06097,8,19893406,465188,6097,4.014166666666666,NA,NA,NA,NA,NA,NA,749,912,1633,1910
CA,Ventura,County,11/02/04,2004,11,0,48.7380692,51.2619308,50,-1.2619308,250000000,0,0,250000000,0,0,Sales tax,"Open space, parks, farmland","Measure A, 10-year, .25% sales tax increase for the creation of an open space district and funding for acquistions",,Requires 2/3rds vote,0,1,74.688545,06111,8,31719741,793994,6111,1.8433333333333335,US PRESIDENT,JOHN KERRY,DEMOCRAT,148859,312909,20220315,785,902,1518,1769
CA,Ventura,County,11/02/04,2004,11,0,48.7380692,51.2619308,50,-1.2619308,250000000,0,0,250000000,0,0,Sales tax,"Open space, parks, farmland","Measure A, 10-year, .25% sales tax increase for the creation of an open space district and funding for acquistions",,Requires 2/3rds vote,0,1,74.688545,06111,8,31719741,793994,6111,1.8433333333333335,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,160314,312909,20220315,785,902,1518,1769
CA,Ventura,County,11/02/04,2004,11,0,48.7380692,51.2619308,50,-1.2619308,250000000,0,0,250000000,0,0,Sales tax,"Open space, parks, farmland","Measure A, 10-year, .25% sales tax increase for the creation of an open space district and funding for acquistions",,Requires 2/3rds vote,0,1,74.688545,06111,8,31719741,793994,6111,1.8433333333333335,US PRESIDENT,OTHER,OTHER,3736,312909,20220315,785,902,1518,1769
CO,Adams,County,11/04/97,1997,11,0,35.62808017,64.37191983,50,-14.37192,NA,0,0,NA,0,0,Bond,"open space, parks, recreation",Bonds for Adams County Open Space Sales Tax Capital Improvement Fund,,See corresponding sales tax measure,0,0,65.586288,08001,7,7415818,332462,8001,1.6608333333333334,NA,NA,NA,NA,NA,NA,381,454,840,991
CO,Adams,County,11/04/97,1997,11,0,38.58889566,61.41110434,50,-11.411104,140000000,0,0,98000000,0,0,Sales tax,"open space, parks, recreation","15-year, 1/5 percent sales tax increase for open space, parks, and recreation facilities",,,0,0,65.586288,08001,7,7415818,332462,8001,1.6608333333333334,NA,NA,NA,NA,NA,NA,381,454,840,991
CO,Adams,County,11/02/99,1999,11,1,59.76575809,40.23424191,50,9.7657585,38500000,38500000,57222524,38500000,38500000,57222524,Sales tax,"Open space, parks, recreation, watershed protection, farmland","7-year, 1/5 percent sales tax increase for open space, farmland, wildlife, watersheds, parks, recreation",,,0,0,67.281197,08001,7,8915843,354146,8001,1.5591666666666666,NA,NA,NA,NA,NA,NA,418,499,922,1088
CO,Adams,County,11/02/04,2004,11,1,53.62600832,46.37399168,50,3.6260083,173037640,173037640,231678960,173037640,173037640,231678960,Sales tax,"Open space, recreation, parks, wildlife habitat, watershed protection","20-year, renewal of current sales tax rate and increase of rate from .20% to .25% for open space",,,0,0,74.688545,08001,7,11006019,384809,8001,1.3575,US PRESIDENT,JOHN KERRY,DEMOCRAT,69122,136672,20220315,607,724,1337,1579
CO,Adams,County,11/02/04,2004,11,1,53.62600832,46.37399168,50,3.6260083,173037640,173037640,231678960,173037640,173037640,231678960,Sales tax,"Open space, recreation, parks, wildlife habitat, watershed protection","20-year, renewal of current sales tax rate and increase of rate from .20% to .25% for open space",,,0,0,74.688545,08001,7,11006019,384809,8001,1.3575,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,65912,136672,20220315,607,724,1337,1579
CO,Adams,County,11/02/04,2004,11,1,53.62600832,46.37399168,50,3.6260083,173037640,173037640,231678960,173037640,173037640,231678960,Sales tax,"Open space, recreation, parks, wildlife habitat, watershed protection","20-year, renewal of current sales tax rate and increase of rate from .20% to .25% for open space",,,0,0,74.688545,08001,7,11006019,384809,8001,1.3575,US PRESIDENT,OTHER,OTHER,1638,136672,20220315,607,724,1337,1579
